Topic,Count,Name,Representation,Representative_Docs
123,83,123_donate_donated_donating_fund,"['donate', 'donated', 'donating', 'fund', 'minnesota', 'matching', 'minnesotafreedomfund', 'donation', 'freedom', 'donat']","['here is a link, where you guys can help &amp; donate. blacklivesmatter', 'has anybody donated to a breonnataylor fund that they trust? i’d like to donate.', 'just donated to @blklivesmatter and will continue to do so. donate now if you can blacklivesmatter']"
124,83,124_police_racist_no_brutality,"['police', 'racist', 'no', 'brutality', 'peace', 'racism', 'policebrutality', 'systemicracism', 'cops', 'killracism']","['racism and police brutality are our real pandemic....\n\nblacklivesmatter georgefloyd', 'no justice, no peace \nno racist police !!!!\n\nblacklivesmatter', 'no justice! no peace! no racist police!!!!!!! \nblacklivesmatter']"
125,82,125_marxist_organization_intent_xo0yiju2u3,"['marxist', 'organization', 'intent', 'xo0yiju2u3', 'marxism', 'care', 'sunz', 'chaziel', 'denounces', 'black']","['@suaveq2 they will not because blm is not for black lives. \n\nit’s a marxist organization intent on marxist indoctr… https://t.co/jy9skxnzxs', '@stillgray blm is a marxist organization. it is not  interested in protecting black lives.  \nhttps://t.co/xo0yiju2u3', '@supitsshekinah blm has never been about black lives. it’s a marxist organization. @osopepatrisse \n\nhttps://t.co/xo0yiju2u3']"
126,82,126_beaner_beaners_damn_beans,"['beaner', 'beaners', 'damn', 'beans', 'called', 'moves', 'spell', 'pinchemeelo', 'corridos', 'porte']","['beaners this one is for us', 'on a good day i’m beaner as fuck', 'beaner']"
127,82,127_226_ct_benchmark_cerro,"['226', 'ct', 'benchmark', 'cerro', '575m', 'w6', 'pt', 'cw', 'n6an', 'n6ara']","['15:52 n6an (david) on w6/ct-226 (cerro negro benchmark, 575m, 1 pt) 7.061 cw: here now [https://t.co/sinj8qef4m] [n6an]', '15:01 n6an (david) on w6/ct-226 (cerro negro benchmark, 575m, 1 pt) 5.332 cw: here now [https://t.co/sinj8qef4m] [n6an]', '15:12 n6an (david) on w6/ct-226 (cerro negro benchmark, 575m, 1 pt) 18.087 cw: here now [https://t.co/sinj8qef4m] [n6an]']"
128,79,128_california_angeles_los_estates,"['california', 'angeles', 'los', 'estates', 'verdes', 'palos', 'uf18wjrilq', '1gcbzmilxj', 'findyourlane', 'aaliyah']","['thank you oprah! sayhername @ palos verdes estates, california https://t.co/yxmmn4zxgo', 'actions choices options findyourlane blm @ los angeles, california https://t.co/uf18wjrilq', 'actions choices options findyourlane blm @ los angeles, california https://t.co/uf18wjrilq']"
129,79,129_justiceforbreonnataylor_justicenow_justiceforgeorgeflyod_justiceforgeorgefloyd,"['justiceforbreonnataylor', 'justicenow', 'justiceforgeorgeflyod', 'justiceforgeorgefloyd', 'served', 'justiceforahmaudarbery', 'justiceforgeogefloyd', 'justiceforrobertfuller', 'raisethedegree', 'blackvoicesheard']","['blacklivesmatter justiceforgeorgefloyd justiceforbreonnataylor justiceforahmaudarbery \ndefundthepolice', 'justiceforbreonnataylor justicenow blacklivesmatter', 'justiceforbreonnataylor justicenow blacklivesmatter']"
130,79,130_her_trending_longer_breonnataylor,"['her', 'trending', 'longer', 'breonnataylor', 'free', 'quote', 'murderers', 'murdered', 'home', 'still']","['breonnataylor is no longer trending and the police that murdered her are still free. if you see this, please quote… https://t.co/occd7ezgaq', 'breonnataylor is no longer trending and the police that murdered her are still free. if you see this, please quote… https://t.co/nauic7ldat', 'breonnataylor is no longer trending and her murderers are still free. sayhername']"
131,78,131_georgefloyd_georgeflyod_questions_micah6,"['georgefloyd', 'georgeflyod', 'questions', 'micah6', 'cresenciaarias', 'daviddornslifematter', 'changethenarrative', 'changeisneeded', 'dionysus', 'hbpd']","['georgefloyd', 'georgefloyd', 'georgefloyd']"
132,78,132_ago_years_july_june,"['ago', 'years', 'july', 'june', '1964', '56', 'munster', '53', '1967', 'olympics']","['56 years ago, 1964, june 21st. blacklivesmatter\n\nhttps://t.co/jqltcgdyel', '53 years ago, 1967, july 12th. blacklivesmatter\n\nhttps://t.co/dcgywjf2p7', '56 years ago, 1964, july 25th. blacklivesmatter\n\nhttps://t.co/hcb5johna5']"
133,78,133_cameron_tagging_general_attorney,"['cameron', 'tagging', 'general', 'attorney', 'kyoag', 'request', 'friends', 'hope', 'am', 'five']","['attorney general cameron, @kyoag i request justice for breonna taylor and i am tagging five friends who i hope will… https://t.co/njeyh4unjk', 'attorney general cameron, @kyoag i request justice for breonna taylor and i am tagging five friends who i hope will… https://t.co/ngvc3tyznr', 'attorney general cameron @kyoag i request justice for breonna taylor and i am tagging five friends who i hope will… https://t.co/wpsqu0ui0k']"
134,78,134_mga_krashminati_isip_keepit100,"['mga', 'krashminati', 'isip', 'keepit100', 'yolo', 'liq', 'lizzo', '115', 'drop', '35']","['looters 115 x @krashminati 😈🚨🚔\n\ncomment if u want it🗣 we might jus drop it early 🤷🏽\u200d♂️ blm ✊🏽✊🏽 @ los angeles, cal… https://t.co/mtzaakiafe', 'sana sa mga nasasakupan ng mga ito mag isip isip kayo... ganito ba dapat ang mga kongresista sa atin? paki konyatan… https://t.co/59pzwipjvw', 'looters 115 x @krashminati prod. @whyjayare 🚔🚨 \n\ncomment if u want it we might jus drop early 🤷🏽\u200d♂️ blm ✊🏽✊🏽 @ los… https://t.co/xd01ezfhyj']"
135,77,135_donated_foundation_ease_fundraiser,"['donated', 'foundation', 'ease', 'fundraiser', '9th', 'donate', 'donations', 'raised', 'proceeds', 'join']","['💛 don’t ease up! please join us for a fundraiser in support of black lives matter foundation on tuesday, june 9th f… https://t.co/229vqfsfui', '💛 don’t ease up! please join us for a fundraiser in support of black lives matter foundation on tuesday, june 9th f… https://t.co/hd0idg87pv', '💛 don’t ease up! please join us for a fundraiser in support of black lives matter foundation on tuesday, june 9th f… https://t.co/7kiutm8kkk']"
136,77,136_toonami_kxaoblcunr_blacked_content,"['toonami', 'kxaoblcunr', 'blacked', 'content', 'michellemalkin', 'blmla', 'blacklivesmattters', 'blmprotest', 'mw64xikcre', '036ep0jsnj']","['@blklivesmatter @blmla blacklivesmatter exposed by @michellemalkin https://t.co/kxaoblcunr', '@michellemalkin exposes @blklivesmatter @blmla https://t.co/kxaoblcunr blm blacklivesmatter', 'fast talkers 4: diffey, harding &amp; zarur https://t.co/wgxg4bxkui via @youtube blm blacklivesmatter diversityandinclusion formula1 f1']"
137,73,137_matter_lives_black_bull,"['matter', 'lives', 'black', 'bull', 'guess', 'cheese', 'tho', 'controversial', 'sayin', 'scatter']","['black lives matter ‼️', 'black lives matter !', 'black lives matter !!!']"
138,73,138_downtown_downtownla_angeles_cityofangels,"['downtown', 'downtownla', 'angeles', 'cityofangels', 'los', 'hall', 'losangeles', 'dtla', 'city', 'cityhall']","['lacityhall lacity losangeles cityofangels blacklivesmatter blm westcoast dtla downtown downtownla @ city… https://t.co/ej3wp8duce', 'blacklivesmatter blm losangeles cityofangels dtla downtown downtownla @ los angeles, california https://t.co/t93ej0klpk', 'blacklivesmatter dtla downtown downtownla losangeles @ downtown los angeles, california, figueroa and 3rd stre… https://t.co/ctiackyajs']"
139,72,139_georgefloyd_mama_neyocompound_bla,"['georgefloyd', 'mama', 'neyocompound', 'bla', 'rip', 'unresponsive', 'kcranews', 'cnnsownmonster', 'belikemike', 'mariashriver']","['georgefloyd 😔', 'georgefloyd 😔', 'georgefloyd ❤️❤️❤️❤️']"
140,72,140_donate_donated_donation_donating,"['donate', 'donated', 'donation', 'donating', 'donations', 'money', 'check', 'sale', 'charity', 'portion']","['new items in stock! check out the blm collection on my store, click links 👆🏾👆🏾👏🏾every sale has a portion donated to… https://t.co/4ljaskpcmq', 'new items in stock! check out the blm collection on my store, click links 👆🏾👆🏾👏🏾every sale has a portion donated to… https://t.co/wvekwfbrju', 'how to donate to blm when you have no money 🖤']"
141,72,141_signs_neighborhood_sign_yards,"['signs', 'neighborhood', 'sign', 'yards', 'neighbor', 'yard', 'seri', 'plaza', 'taken', 'my']","['all these houses with blm signs in the yards ✊🏾', 'only biden signs in my pasadena neighborhood. lots of blm signs, too, which is awesome.', '@alexa17merrilee majority of the homes in that area have biden signs and some even have blm signs up. \nshould be fun watching']"
142,72,142_owned_canceldemocrats_4k_civil,"['owned', 'canceldemocrats', '4k', 'civil', 'republican', '100', 'war', 'democrats', 'before', 'slaves']","['canceldemocrats because 100% of the 4k slaves before civil war we’re owned by democrats ... no republican owned a… https://t.co/nprsmketfh', 'canceldemocrats because 100% of the 4k slaves before civil war we’re owned by democrats ... no republican owned a… https://t.co/qs431thuom', 'canceldemocrats because 100% of the 4k slaves before civil war we’re owned by democrats ... no republican owned a… https://t.co/a4esci1xuq']"
143,69,143_justiceforgeorgefloyd_justiceforbreonnatalyor_justiceforbreonnataylor_justicefortonymcdade,"['justiceforgeorgefloyd', 'justiceforbreonnatalyor', 'justiceforbreonnataylor', 'justicefortonymcdade', 'justiceforvanessaguillen', 'justice', 'blmla', 'laprotests', 'icantbreathe', 'justiceforkeyon']","['justiceforgeorgefloyd\njusticeforbreonnataylor \njusticefortonymcdade \nsaytheirnames \n\nhttps://t.co/wa29pckef9\n\np… https://t.co/4dkguntccy', '@blmla blm showup beheard listen askquestions beone vine capitalrecords justiceforgeorgefloyd vote… https://t.co/ebjtfbnn3f', 'wishing everyone a blessed night. blm justiceforvanessaguillen justiceforbreonnataylor justicefortonymcdade… https://t.co/zcjq7qfgpv']"
144,67,144_angeles_los_california_matter,"['angeles', 'los', 'california', 'matter', 'lives', 'black', 'betty', 'contrary', 'californians', 'ne']","['from betty hung, someone i trust: “from the black lives matter action today in los angeles. contrary to the media n… https://t.co/hqxfxt83sm', 'ne beyazın siyaha ne de siyahın beyaza  bir üstünlüğü yoktur 💔🍃\nblack lives matter / respect @ los angeles, califor… https://t.co/kiouqgtb0q', 'from betty hung, someone i trust: from the black lives matter action today in los angeles. contrary to the media na… https://t.co/calxoerelt']"
145,66,145_california_compton_calabasas_malibu,"['california', 'compton', 'calabasas', 'malibu', 'pasadena', 'corona', 'burbank', 'comptonmania', 'culver', 'marchforourlives']","['yesterday in calabasas... blacklivesmatter blm icantbreathe @ calabasas, california https://t.co/gujhe9yvtq', 'comptonmania compton hubcity blm blacklivesmatter marchforourlives 2020 @ compton, california https://t.co/bhhjpsfqta', 'blm blacklivesmatter compton hubcity 2020 marchforourlives comptonmania @ compton, california https://t.co/kimqbucqxg']"
146,66,146_antifa_soros_26slxon0wx_karenmcnary,"['antifa', 'soros', '26slxon0wx', 'karenmcnary', 'c28491', 'chrislarry33', 'morn_september', 'mathieulrolland', 'manfelo74', 'zmus']","['antifa who?? blm who??', 'this is antifa not blm', '*antifa* not blm']"
147,66,147_police_brutality_cops_cop,"['police', 'brutality', 'cops', 'cop', 'killing', 'kill', 'fantasies', 'protests', 'blah', 'during']","['@amh72531705 @thehill protesters were brutalized by cops in the blm protests of police brutality after the murder o… https://t.co/fzjrzp997o', 'remember when we were told blm was just about protesting police brutality?', 'the blm movement is aimed at police brutality i’m aware, but if we killing eachother faster than they killing us of… https://t.co/6t1octxprv']"
148,66,148_blacktranslivesmatter_indianlivesmatter_yellowlivesmatter_brownlivesmatter,"['blacktranslivesmatter', 'indianlivesmatter', 'yellowlivesmatter', 'brownlivesmatter', 'acab', 'alllivesmatter', 'jacobblake', 'whitelivesmatter', 'blacklivesmatter', 'melyforever']","['𝟕 𝐓𝐈𝐌𝐄𝐒 𝐈𝐍 𝐓𝐇𝐄 𝐁𝐀𝐂𝐊 jacobblake blacklivesmatter', 'yellowlivesmatter whitelivesmatter \nblacklivesmatter\nbrownlivesmatter\nindianlivesmatter\nalllivesmatter', 'yellowlivesmatter whitelivesmatter \nblacklivesmatter\nbrownlivesmatter\nindianlivesmatter\nalllivesmatter']"
149,65,149_agenda_gay_lgbt_gays,"['agenda', 'gay', 'lgbt', 'gays', 'willsmithduhh', 'teezy06', 'gayagenda', 'mlm', 'lilnasx', 'happypride']","['the gay agenda at work!', 'the gay agenda', 'the gay agenda']"
150,65,150_spiritual_spirituals_negro_sigh,"['spiritual', 'spirituals', 'negro', 'sigh', 'deep', 'singing', 'modern', 'album', 'sing', 'heavy']","['*deep negro spiritual sigh*', '*deep negro spiritual sigh*', 'a negro spiritual 🙌🏾']"
151,64,151_trans_matter_lives_women,"['trans', 'matter', 'lives', 'women', 'black', 'riahmilton', 'ablmla', 'qtpoc', 'w_terrence', 'gender']","['black trans lives matter', 'black trans lives matter', 'black trans lives matter \n🌻🌻🌻🌻🌻']"
152,64,152_petition_taylor_breonna_sign,"['petition', 'taylor', 'breonna', 'sign', 'change', 'via', 'justice', 'goal', 'signed', 'reaching']","['so close to reaching the goal! justice for breonna taylor - sign the petition! https://t.co/s82nqxinew via @change', 'justice for breonna taylor - sign the petition! so close to reaching the goal 🖤 https://t.co/43zg6znwbs via @change', 'justice for breonna taylor - sign the petition! https://t.co/pbd0cxut8h via @change\n\njust signed- so close to their goal- pls sign!']"
153,63,153_policebrutality_police_protesters_protests2020,"['policebrutality', 'police', 'protesters', 'protests2020', 'protest', 'lapd', 'cop', 'brutality', 'cars', 'dtla']","['my protesters on the freeway to home, but almost 50 cop cars are on the way the protest please stay safe laprotest blacklivesmatter', '@lapdchiefmoore way to keep the protests going blacklivesmatter lapd policebrutality', 'lapd running over protesters dtla lapd blm blacklivesmatter losangelesprotests policebrutality']"
154,63,154_movies_movie_slave_film,"['movies', 'movie', 'slave', 'film', 'play', '12', 'films', 'tired', 'pb730anhfl', 'docuseries']","['enough slave movies, black trauma movies, white savior movies. enough hoe quit it!', 'so stop making slave movies', 'i’m so tired of slave movies']"
155,63,155_baiting_queerbaiting_queer_gay,"['baiting', 'queerbaiting', 'queer', 'gay', 'gays', 'queerculture', 'dragqueen', 'archives', 'summertramp', 'callher6']","['that one man stays queer baiting and yet we allow him.....', ""it's the queerbaiting for me 😒😒"", 'i will not praise a straight man for queer baiting sorry it’s not for me 🤷🏼\u200d♂️']"
156,62,156_againnn_twdfamily_standingwithminneapolis_sinceregaston,"['againnn', 'twdfamily', 'standingwithminneapolis', 'sinceregaston', 'okaykaren', 'normallzeequality', 'nedusa', 'nataliawallace', 'mekhijames', 'インスタのフィードが真っ黒投稿で埋まってる']","['💛 my portland peeps!! yesssss blacklivesmatter', 'mekhijames sinceregaston nataliawallace 💔 blacklivesmatter', 'you 👏🏽 love 👏🏽 to 👏🏽 see 👏🏽 it 👏🏽 uswnt blacklivesmatter nedusa nedvusa']"
157,62,157_santa_monica_santamonica_christmas,"['santa', 'monica', 'santamonica', 'christmas', 'california', 'clarita', 'goodmorning', '31', 'ana', 'solidarity']","['blacklivesmatter @ santa monica, california https://t.co/q48wafuwxz', 'signs of progress.   blm santamonica @ santa monica, california https://t.co/a6gokvab4g', 'santa monica 5.31.20\nblacklivesmatter santamonica https://t.co/litx7e91jn']"
158,62,158_names_tamir_trayvon_oscar,"['names', 'tamir', 'trayvon', 'oscar', 'martin', 'rice', 'say', 'their', 'grant', 'arbery']","['say their names', 'say their names', 'say their names']"
159,61,159_labor_china_nike_slave,"['labor', 'china', 'nike', 'slave', 'chinese', 'apple', 'child', 'pakistan', 'indoctrination', 'made']","[""nike is china stuff. made by child slave labor. \ndon't buy nike."", 'made by chinese slave labor!', '@nike china slave labor!!']"
160,61,160_tacos_chicken_mole_salad,"['tacos', 'chicken', 'mole', 'salad', 'zhou', 'cookout', 'oriental', 'fried', 'frijoles', 'arroz']","['day 2:\n• tacos con chapulines \n• mole negro con pollo \n= happy tummy 🙏🏽', 'definitely negro tacos lol', 'i found the best tacos in hollywood. i’m gatekeeping it.']"
161,61,161_quote_luther_martin_jr,"['quote', 'luther', 'martin', 'jr', 'king', 'enemies', 'end', 'mlk', 'begin', 'pass']","['“the time is always right to do what is right.”\ndr. martin luther king, jr. 🙏🏾  georgefloyd blacklivesmatter… https://t.co/4l5nb36vci', '“our lives begin to end the day we become silent about things that matter.” -martin luther king 🖤 blacklivesmatter', '""in the end, we will remember not the words of our enemies, but the silence of our friends."" -martin luther king, jr.\n\nblacklivesmatter']"
162,60,162_pride_pride2020_happy_pridemonth,"['pride', 'pride2020', 'happy', 'pridemonth', 'smile', 'allblacklivesmatter', 'lovingday', 'pridela', 'blacktranslivesmatter', 'gaypride']","['let your colors shine! blacklivesmatter allblacklivesmatter wings pridemonth pride pride2020 https://t.co/3jm9onahg6', 'happy pride. blacklivesmatter', 'happy pride, y’all. pride2020 blacklivesmatter https://t.co/5ppzxrv48a']"
163,60,163_justiceforbre_essential_louisvillemayor_govandybeshear,"['justiceforbre', 'essential', 'louisvillemayor', 'govandybeshear', 'lmpd', 'demanding', 'petition', 'sign', 'breonnataylor', 'was']","['breonnataylor was essential: sign the petition demanding justiceforbre @lmpd, @louisvillemayor @govandybeshear https://t.co/qtwxmu9ngc', 'breonnataylor was essential: sign the petition demanding justiceforbre @lmpd, @louisvillemayor @govandybeshear https://t.co/6y2eeaftdj', 'breonnataylor was essential: sign the petition demanding justiceforbre @lmpd, @louisvillemayor @govandybeshear https://t.co/livsjqtqs0']"
164,60,164_sissy_crossdresser_femboy_tranny,"['sissy', 'crossdresser', 'femboy', 'tranny', 'tgirls', 'cd', 'qos', 'sissyboy', 'femboys', 'sissyclit']","['home waiting for your cock daddy  sissy bottomsissy sissyfaggot sissyboy femboy cd crossdresser… https://t.co/svakt6z48l', 'home waiting for your cock daddy  sissy bottomsissy sissyfaggot sissyboy femboy cd crossdresser… https://t.co/g0tsyfurj6', 'home waiting for your cock daddy  sissy bottomsissy sissyfaggot sissyboy femboy cd crossdresser… https://t.co/pjo9twltyn']"
165,59,165_anti_black_very_tbh,"['anti', 'black', 'very', 'tbh', 'itsjalenb', 'wv', 'andy_garcia9', 'saintlaruntz', 'shinyshoes', 'explique']","['this is anti-black', 'this is anti black', 'this is anti-black']"
166,59,166_hollywood_march_west_blvd,"['hollywood', 'march', 'west', 'blvd', '14', 'lives', 'matter', 'june', 'allblacklivesmatter', 'black']","['this was the start of the all black lives matter march in hollywood and west hollywood today. the crowd was so big… https://t.co/o3vhlggddn', 'all black lives matter march, west hollywood, 14 june 2020 https://t.co/imoz6cf9jq', 'george floyd - black lives matter - west hollywood march!\n.\n.\na huge amazing crowd protests in west hollywood at la… https://t.co/kxfjwqp1hr']"
167,58,167_silence_silent_speak_santaclaritavalley,"['silence', 'silent', 'speak', 'santaclaritavalley', 'silenceiscompliance', 'fannie', 'deafening', 'mute', 'deaf', 'muted']","['we will not be silent\n6.4.2020\nblacklivesmatter\xa0 \n.\nsantaclaritavalley \n.\nsilenceiscompliance \n.… https://t.co/dhkuazu9qi', 'speak up or forever be silent blacklivesmatter', 'we will not be silent\n6.4.2020\nblacklivesmatter \n.\nsantaclaritavalley \n.\nsilenceiscompliance \n.… https://t.co/qzda6ixzle']"
168,57,168_germans_germany_german_hitler,"['germans', 'germany', 'german', 'hitler', 'reich', 'europe', 'third', 'adolf', '30s', 'europeans']","['napoleon did not learn how germans fight. romans did not either. hitler was not german. the proof is in the pudding.', 'i asked german experts why germans followed hitler https://t.co/gzt18qh7ya via @youtube', 'hitler did the same thing to the germans!']"
169,57,169_virus_china_chinese_he,"['virus', 'china', 'chinese', 'he', 'fraudulent', 'hoax', 'vaccine', 'chinavirus', 'calling', 'leslie']","['did he rally just say chinese virus', 'how can he even talk about racism when he just called it the china virus', 'he really called it the chinese virus 😭😭😭']"
170,57,170_slaves_his_he_eddy,"['slaves', 'his', 'he', 'eddy', 'wikipedia', 'slave', '1830s', 'ownership', 'perry', 'cent']","['fun fact 50 cent is named after how much he would’ve been sold for at the slave auction', '@jrivanob @nelliebowles according to wikipedia, francis scott key: “freed his slaves in the 1830s, paying one ex-sl… https://t.co/yjuda4pmf8', '@shane_bauer @nickszabo4 from wikipedia: “he freed his slaves in the 1830s, paying one ex-slave as his farm foreman… https://t.co/ags95s8fpj']"
171,57,171_protests2020_justiceforgeorgefloyd_justiceforgeogefloyd_icantbreath,"['protests2020', 'justiceforgeorgefloyd', 'justiceforgeogefloyd', 'icantbreath', 'justiceforgeorge', 'black_lives_matters', 'justiceforbreonnataylor', 'protest', 'georgefloydmurder', 'protests']","['protests2020 blacklivesmatter justiceforgeorgefloyd justiceforbreonnataylor blm icantbreath downtownla https://t.co/blhtduia8o', 'protests2020 blacklivesmatter georgefloydmurder justiceforgeogefloyd justiceforbreonnataylor blm icantbreath https://t.co/i0oaxgvobs', 'blacklivesmatter georgefloydmurder justiceforgeorge protests2020']"
172,57,172_lgbtq_gay_queer_pridemonth,"['lgbtq', 'gay', 'queer', 'pridemonth', 'pride2020', 'gaypride', 'morboso', 'activo', 'vergon', 'venoso']","['lgbtq lgbtpride lgbtq🌈 lgbt  nb trans gay lesbian bi queer blm blacklivesmatter blacktranslivesmatter… https://t.co/c5uzqa5xk3', 'good morning 😈\ncali activo vergon morboso bivaron grueso venoso casado bisexual negro fetichista cabron… https://t.co/9x8y60k4vf', 'quien pidió un gorila rt 🍆🍑💧activo vergon morboso bivaron grueso venoso casado bisexual negro fetichista… https://t.co/0qcuu3xupn']"
173,56,173_patrols_catchers_patrol_slave,"['patrols', 'catchers', 'patrol', 'slave', 'police', 'policing', 'runaway', 'patrollers', 'hobble', '1704']","['before there were cops, there were slave catchers.... actually... they’re still slave catchers', 'cops started out as slave patrols didn’t you know', 'they started out as slave patrols']"
174,56,174_maletín_maletines_rodolfo_parker_negros,"['maletín', 'maletines', 'rodolfo_parker', 'negros', 'que', 'maletin', 'el', 'les', 'hay', 'más']","['@rodolfo_parker $$$$$$ para todos los corruptos y sus seguidores no hay maletín negro ni celeste aunque les cueste… https://t.co/1bxc1lvfd2', '@pdc_oficial @rodolfo_parker no hay maletín negro ni gente inútil eso ya no más', '@rodolfo_parker no hay maletín negro burro']"
175,55,175_fight_lucha_fighting_battle,"['fight', 'lucha', 'fighting', 'battle', 'keepfighting', 'continues', 'tu', 'fightthepower', 'continue', 'nojusticenopeace']","['i can’t breathe but i’m still here! let’s fight right. let’s fight together! 🌍 blacklivesmatters  ✊🏽✊🏾✊🏿… https://t.co/lnpjk3ameg', 'tu lucha es mi lucha blm', '“tu lucha es mi lucha!!” \n\n“your battle is my battle” \n\nblm https://t.co/cbwqqumcwv']"
176,55,176_perverted_pidleass_fennercarmine_kaitlinwitcher,"['perverted', 'pidleass', 'fennercarmine', 'kaitlinwitcher', 'introvert', 'goo', 'lifestyle', 'ga', 'misogynoir', 'itzvlgpnpu']","['women are so perverted', 'why y’all so perverted', 'shit perverted']"
177,55,177_lesbos_breonnataylormatters_kaepernick_chomos,"['lesbos', 'breonnataylormatters', 'kaepernick', 'chomos', 'breonnataylordeservesjustice', 'mecos', 'canthdueywyzytrr', 'jewishpress', 'crackaville', 'aju']","['follow proto chomos listen to the king above 18 . love you hitler ! 👖🎸👖🎸👖🎸', 'wynonnaearp\n\nisland of lesbos resort collection. 😂😂😂', 'que rico tragar tus mecos negro hermoso 🤤🤤🤤🖤🖤🖤']"
178,55,178_spot_shot_did_if,"['spot', 'shot', 'did', 'if', 'they', 'mvf427', 'eauboi22', 'islandgirlprv', 'grantstern', 'would']","[""if blm did this they'd be shot on the spot!!!"", ""if blm did this they'd be shot on the spot!!!"", ""if blm did this they'd be shot on the spot!!!""]"
179,55,179_video_tiktok_check_mtbos,"['video', 'tiktok', 'check', 'mtbos', 'iteachmath', 'videos', 'streaming', 'channel', 'horrific', 'seen']","[""check out youtube-trash tv's video! blacklivesmatter tiktok https://t.co/rshjqmfkma"", 'anyone got video? blacklivesmatter', 'this video is powerful! blm']"
180,54,180_blackouttuesday_hashtag_blackout_blackouttuesdsy,"['blackouttuesday', 'hashtag', 'blackout', 'blackouttuesdsy', 'matter', 'lives', 'blackoutday2020', 'clog', 'tuesday', 'blackoutuesday']","['do blackout tuesday \ndon’t use black lives matter hashtag. don’t want to block vital information and this really is… https://t.co/9h2m2p9myr', 'please hashtag black lives matter before all lives matter. the blackout is for black lives.', 'blackout tuesday is a form of protest please stop using the hashtag black lives matter !!!!!']"
181,54,181_rally_1939_salute_garden,"['rally', '1939', 'salute', 'garden', 'madison', 'square', 'nazi', 'full', 'language', 'exuberance']","['@potomacbeat @catmonkey22 did you know this 1939 nazi rally at madison square garden was a full house? https://t.co/o8desooefr', '@sallyalbright this madison square garden rally in 1939 was a full-on nazi rally. the language and ideas espoused w… https://t.co/zeccjorlvu', '@sallyalbright this madison square garden rally in 1939 was a full-on nazi rally. the language and ideas are spouse… https://t.co/k7qxgjqlcm']"
182,54,182_innocent_black_unarmed_lives,"['innocent', 'black', 'unarmed', 'lives', 'matter', 'court', 'fkurugvhqn', 'cxbano84wd', 'qxmm5ahek4', 'rzsqnhfwpo']","['i condemn black lives matter for the murder of the 8-year-old girl in atlanta yesterday. an innocent black girl. ma… https://t.co/tkwgehkzrv', '@spurhurts @attorneycrump @myeworld_ your people just murdered an innocent 8 year old. black lives matter gunned do… https://t.co/rliyh0weyg', '@dharris1600 @supremesvm2 oh i see, so armed black lives matter killing an innocent black 8-year-old girl doesn’t i… https://t.co/cxbano84wd']"
183,54,183_panther_party_bobby_seale,"['panther', 'party', 'bobby', 'seale', 'panthers', 'huey', 'newton', 'founder', 'legally', 'lagi']","['if there was a black panther party today would you join it?', 'we need a black panther party 2.0', 'black panther party']"
184,54,184_staceyabrams_fbrparty_fbr_trumpvirus,"['staceyabrams', 'fbrparty', 'fbr', 'trumpvirus', 'lied', 'hide', 'resist', 'republicans', 'died', 'americans']","['·\ntrump lied - americans died - republicans hide\n\nresist fbr fbrparty staceyabrams trumpvirus stopasianhate\xa0… https://t.co/uh4rmml6bu', '·\ntrump lied - americans died - republicans hide\n\nresist fbr fbrparty staceyabrams trumpvirus stopasianhate\xa0… https://t.co/jf6lfojc7d', '·\ntrump lied - americans died - republicans hide\n\nresist fbr fbrparty staceyabrams trumpvirus stopasianhate\xa0… https://t.co/udgkoq4zqe']"
185,53,185_nojusticenopeace_dontstaysilent_bethechange_blacklivesmattters,"['nojusticenopeace', 'dontstaysilent', 'bethechange', 'blacklivesmattters', 'saytheirnames', 'esto', 'es', 'dnb3csgjse', 'nojusticenomfpeace', 'nkvhxhjecz']","['blacklivesmattters blm saytheirnames nojusticenopeace bethechange dontstaysilent https://t.co/17sgrwfpzh', 'blacklivesmattters blm bethechange saytheirnames dontstaysilent nojusticenopeace https://t.co/nkvhxhjecz', 'blacklivesmattters saytheirnames blm nojusticenopeace bethechange dontstaysilent https://t.co/qhzmz3plum']"
186,53,186_makeup_dragqueen_fashion_queer,"['makeup', 'dragqueen', 'fashion', 'queer', 'style', 'wig', 'lgbt', 'sundayfunday', 'drag', 'rupaulsdragrace']","['.\n.\n.\n\ndrag dragqueen makeup style fashion sundayfunday losangeles queer lgbt queen rupaulsdragrace wig… https://t.co/qe2drz5hdv', '.\n.\n.\n\ndrag dragqueen makeup style fashion sundayfunday losangeles queer lgbt queen rupaulsdragrace wig… https://t.co/mprlzutejn', '.\n.\n.\n\ndrag dragqueen makeup style fashion sundayfunday losangeles queer lgbt queen rupaulsdragrace wig… https://t.co/y7v52oxa2g']"
187,52,187_georgefloyd_icantbreathe_survivor2020_minneapolisriots,"['georgefloyd', 'icantbreathe', 'survivor2020', 'minneapolisriots', 'georgefloydprotest', 'georgefloydprotests', 'jerryjonea', '𝑠𝑎𝑦', '526seconds', '𝑦𝑜𝑢']","['georgefloyd icantbreathe blacklivesmatter', 'icantbreathe georgefloyd blacklivesmatter', '𝐼 𝑔𝑢𝑒𝑠𝑠 𝑦𝑜𝑢 𝑐𝑎𝑛 𝑠𝑎𝑦 𝑏𝑒𝑡𝑡𝑒𝑟 𝑙𝑎𝑡𝑒 𝑡ℎ𝑎𝑛 𝑛𝑒𝑣𝑒𝑟 georgefloydtrial georgefloyd blacklivesmatter saytheirnames']"
